ordre,x0,x1,x2,x3,x4,y0,y1,y2,etat,solution,chemin_solution,no,no_parent,equation,a,b,c,n,rest,rest2
4,1,9,2,0,,1,5,9,2,0,0,1307,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+0*1=8(3), 2*9+0*5+x4*1=2(4), 0*9+x4*5=0(5), x4*9=0(6)]",1,,,2,96741,96
4,1,9,2,1,,1,5,9,2,0,0,1308,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+1*1=8(3), 2*9+1*5+x4*1=2(4), 1*9+x4*5=0(5), x4*9=0(6)]",1,,,2,97741,97
4,1,9,2,2,,1,5,9,0,0,0,1309,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+x4*1=2(4), 2*9+x4*5=0(5), x4*9=0(6)]",1,,,2,98741,98
5,1,9,2,2,0,1,5,9,2,0,0,1310,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+0*1=2(4), 2*9+0*5=0(5), 0*9=0(6)]",,,,0,378741,37
5,1,9,2,2,1,1,5,9,2,0,0,1311,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+1*1=2(4), 2*9+1*5=0(5), 1*9=0(6)]",,,,0,388741,38
5,1,9,2,2,2,1,5,9,2,0,0,1312,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+2*1=2(4), 2*9+2*5=0(5), 2*9=0(6)]",,,,0,398741,39
5,1,9,2,2,3,1,5,9,2,0,0,1313,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+3*1=2(4), 2*9+3*5=0(5), 3*9=0(6)]",,,,0,408741,40
5,1,9,2,2,4,1,5,9,2,0,0,1314,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+4*1=2(4), 2*9+4*5=0(5), 4*9=0(6)]",,,,0,418741,41
5,1,9,2,2,5,1,5,9,0,0,0,1315,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+5*1=2(4), 2*9+5*5=0(5), 5*9=0(6)]",,,,0,428741,42
6,1,9,2,2,5,1,5,9,2,0,0,1316,1315,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+5*1=2(4), 2*9+5*5=0(5), 5*9=0(6)]",,,,0,4728741,47
5,1,9,2,2,6,1,5,9,2,0,0,1317,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+6*1=2(4), 2*9+6*5=0(5), 6*9=0(6)]",,,,0,438741,43
5,1,9,2,2,7,1,5,9,2,0,0,1318,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+7*1=2(4), 2*9+7*5=0(5), 7*9=0(6)]",,,,0,448741,44
5,1,9,2,2,8,1,5,9,2,0,0,1319,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+8*1=2(4), 2*9+8*5=0(5), 8*9=0(6)]",,,,0,458741,45
5,1,9,2,2,9,1,5,9,2,0,0,1320,1309,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+2*1=8(3), 2*9+2*5+9*1=2(4), 2*9+9*5=0(5), 9*9=0(6)]",,,,0,468741,46
4,1,9,2,3,,1,5,9,2,0,0,1321,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+3*1=8(3), 2*9+3*5+x4*1=2(4), 3*9+x4*5=0(5), x4*9=0(6)]",1,,,2,99741,99
4,1,9,2,4,,1,5,9,2,0,0,1322,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+4*1=8(3), 2*9+4*5+x4*1=2(4), 4*9+x4*5=0(5), x4*9=0(6)]",1,,,2,100741,100
4,1,9,2,5,,1,5,9,2,0,0,1323,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+5*1=8(3), 2*9+5*5+x4*1=2(4), 5*9+x4*5=0(5), x4*9=0(6)]",1,,,2,101741,101
4,1,9,2,6,,1,5,9,2,0,0,1324,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+6*1=8(3), 2*9+6*5+x4*1=2(4), 6*9+x4*5=0(5), x4*9=0(6)]",1,,,2,102741,102
4,1,9,2,7,,1,5,9,2,0,0,1325,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+7*1=8(3), 2*9+7*5+x4*1=2(4), 7*9+x4*5=0(5), x4*9=0(6)]",1,,,2,103741,103
4,1,9,2,8,,1,5,9,2,0,0,1326,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+8*1=8(3), 2*9+8*5+x4*1=2(4), 8*9+x4*5=0(5), x4*9=0(6)]",1,,,2,104741,104
4,1,9,2,9,,1,5,9,2,0,0,1327,1306,"[1*1=1(0), 1*5+9*1=4(1), 1*9+9*5+2*1=7(2), 9*9+2*5+9*1=8(3), 2*9+9*5+x4*1=2(4), 9*9+x4*5=0(5), x4*9=0(6)]",1,,,2,105741,105
2,1,8,,,,1,6,,0,0,0,1328,1,"[1*1=1(0), 1*6+8*1=4(1), 1*y2+8*6+x2*1=7(2), 8*y2+x2*6+x3*1=8(3), x2*y2+x3*6+x4*1=2(4), x3*y2+x4*6=0(5), x4*y2=0(6)]",1,1,1,7,141,14
3,1,8,8,,,1,6,0,0,0,0,1329,1328,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+x3*1=8(3), 8*0+x3*6+x4*1=2(4), x3*0+x4*6=0(5), x4*0=0(6)]",1,,,8,5741,57
4,1,8,8,0,,1,6,0,2,0,0,1330,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+0*1=8(3), 8*0+0*6+x4*1=2(4), 0*0+x4*6=0(5), x4*0=0(6)]",1,,,2,53741,53
4,1,8,8,1,,1,6,0,2,0,0,1331,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+1*1=8(3), 8*0+1*6+x4*1=2(4), 1*0+x4*6=0(5), x4*0=0(6)]",1,,,2,54741,54
4,1,8,8,2,,1,6,0,2,0,0,1332,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+2*1=8(3), 8*0+2*6+x4*1=2(4), 2*0+x4*6=0(5), x4*0=0(6)]",1,,,2,55741,55
4,1,8,8,3,,1,6,0,2,0,0,1333,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+3*1=8(3), 8*0+3*6+x4*1=2(4), 3*0+x4*6=0(5), x4*0=0(6)]",1,,,2,56741,56
4,1,8,8,4,,1,6,0,2,0,0,1334,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+4*1=8(3), 8*0+4*6+x4*1=2(4), 4*0+x4*6=0(5), x4*0=0(6)]",1,,,2,57741,57
4,1,8,8,5,,1,6,0,0,0,0,1335,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+x4*1=2(4), 5*0+x4*6=0(5), x4*0=0(6)]",1,,,2,58741,58
5,1,8,8,5,0,1,6,0,2,0,0,1336,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+0*1=2(4), 5*0+0*6=0(5), 0*0=0(6)]",,,,0,358741,35
5,1,8,8,5,1,1,6,0,2,0,0,1337,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+1*1=2(4), 5*0+1*6=0(5), 1*0=0(6)]",,,,0,368741,36
5,1,8,8,5,2,1,6,0,2,0,0,1338,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+2*1=2(4), 5*0+2*6=0(5), 2*0=0(6)]",,,,0,378741,37
5,1,8,8,5,3,1,6,0,2,0,0,1339,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+3*1=2(4), 5*0+3*6=0(5), 3*0=0(6)]",,,,0,388741,38
5,1,8,8,5,4,1,6,0,2,0,0,1340,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+4*1=2(4), 5*0+4*6=0(5), 4*0=0(6)]",,,,0,398741,39
5,1,8,8,5,5,1,6,0,2,0,0,1341,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+5*1=2(4), 5*0+5*6=0(5), 5*0=0(6)]",,,,0,408741,40
5,1,8,8,5,6,1,6,0,2,0,0,1342,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+6*1=2(4), 5*0+6*6=0(5), 6*0=0(6)]",,,,0,418741,41
5,1,8,8,5,7,1,6,0,0,0,0,1343,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+7*1=2(4), 5*0+7*6=0(5), 7*0=0(6)]",,,,0,428741,42
6,1,8,8,5,7,1,6,0,2,0,0,1344,1343,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+7*1=2(4), 5*0+7*6=0(5), 7*0=0(6)]",,,,0,4628741,46
5,1,8,8,5,8,1,6,0,2,0,0,1345,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+8*1=2(4), 5*0+8*6=0(5), 8*0=0(6)]",,,,0,438741,43
5,1,8,8,5,9,1,6,0,2,0,0,1346,1335,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+5*1=8(3), 8*0+5*6+9*1=2(4), 5*0+9*6=0(5), 9*0=0(6)]",,,,0,448741,44
4,1,8,8,6,,1,6,0,2,0,0,1347,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+6*1=8(3), 8*0+6*6+x4*1=2(4), 6*0+x4*6=0(5), x4*0=0(6)]",1,,,2,59741,59
4,1,8,8,7,,1,6,0,2,0,0,1348,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+7*1=8(3), 8*0+7*6+x4*1=2(4), 7*0+x4*6=0(5), x4*0=0(6)]",1,,,2,60741,60
4,1,8,8,8,,1,6,0,2,0,0,1349,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+8*1=8(3), 8*0+8*6+x4*1=2(4), 8*0+x4*6=0(5), x4*0=0(6)]",1,,,2,61741,61
4,1,8,8,9,,1,6,0,2,0,0,1350,1329,"[1*1=1(0), 1*6+8*1=4(1), 1*0+8*6+8*1=7(2), 8*0+8*6+9*1=8(3), 8*0+9*6+x4*1=2(4), 9*0+x4*6=0(5), x4*0=0(6)]",1,,,2,62741,62
3,1,8,7,,,1,6,1,0,0,0,1351,1328,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+x3*1=8(3), 7*1+x3*6+x4*1=2(4), x3*1+x4*6=0(5), x4*1=0(6)]",1,,,8,5741,57
4,1,8,7,0,,1,6,1,2,0,0,1352,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+0*1=8(3), 7*1+0*6+x4*1=2(4), 0*1+x4*6=0(5), x4*1=0(6)]",1,,,2,55741,55
4,1,8,7,1,,1,6,1,2,0,0,1353,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+1*1=8(3), 7*1+1*6+x4*1=2(4), 1*1+x4*6=0(5), x4*1=0(6)]",1,,,2,56741,56
4,1,8,7,2,,1,6,1,2,0,0,1354,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+2*1=8(3), 7*1+2*6+x4*1=2(4), 2*1+x4*6=0(5), x4*1=0(6)]",1,,,2,57741,57
4,1,8,7,3,,1,6,1,0,0,0,1355,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+x4*1=2(4), 3*1+x4*6=0(5), x4*1=0(6)]",1,,,2,58741,58
5,1,8,7,3,0,1,6,1,2,0,0,1356,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+0*1=2(4), 3*1+0*6=0(5), 0*1=0(6)]",,,,0,308741,30
5,1,8,7,3,1,1,6,1,2,0,0,1357,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+1*1=2(4), 3*1+1*6=0(5), 1*1=0(6)]",,,,0,318741,31
5,1,8,7,3,2,1,6,1,0,0,0,1358,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+2*1=2(4), 3*1+2*6=0(5), 2*1=0(6)]",,,,0,328741,32
6,1,8,7,3,2,1,6,1,2,0,0,1359,1358,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+2*1=2(4), 3*1+2*6=0(5), 2*1=0(6)]",,,,0,1828741,18
5,1,8,7,3,3,1,6,1,2,0,0,1360,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+3*1=2(4), 3*1+3*6=0(5), 3*1=0(6)]",,,,0,338741,33
5,1,8,7,3,4,1,6,1,2,0,0,1361,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+4*1=2(4), 3*1+4*6=0(5), 4*1=0(6)]",,,,0,348741,34
5,1,8,7,3,5,1,6,1,2,0,0,1362,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+5*1=2(4), 3*1+5*6=0(5), 5*1=0(6)]",,,,0,358741,35
5,1,8,7,3,6,1,6,1,2,0,0,1363,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+6*1=2(4), 3*1+6*6=0(5), 6*1=0(6)]",,,,0,368741,36
5,1,8,7,3,7,1,6,1,2,0,0,1364,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+7*1=2(4), 3*1+7*6=0(5), 7*1=0(6)]",,,,0,378741,37
5,1,8,7,3,8,1,6,1,2,0,0,1365,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+8*1=2(4), 3*1+8*6=0(5), 8*1=0(6)]",,,,0,388741,38
5,1,8,7,3,9,1,6,1,2,0,0,1366,1355,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+3*1=8(3), 7*1+3*6+9*1=2(4), 3*1+9*6=0(5), 9*1=0(6)]",,,,0,398741,39
4,1,8,7,4,,1,6,1,2,0,0,1367,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+4*1=8(3), 7*1+4*6+x4*1=2(4), 4*1+x4*6=0(5), x4*1=0(6)]",1,,,2,59741,59
4,1,8,7,5,,1,6,1,2,0,0,1368,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+5*1=8(3), 7*1+5*6+x4*1=2(4), 5*1+x4*6=0(5), x4*1=0(6)]",1,,,2,60741,60
4,1,8,7,6,,1,6,1,2,0,0,1369,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+6*1=8(3), 7*1+6*6+x4*1=2(4), 6*1+x4*6=0(5), x4*1=0(6)]",1,,,2,61741,61
4,1,8,7,7,,1,6,1,2,0,0,1370,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+7*1=8(3), 7*1+7*6+x4*1=2(4), 7*1+x4*6=0(5), x4*1=0(6)]",1,,,2,62741,62
4,1,8,7,8,,1,6,1,2,0,0,1371,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+8*1=8(3), 7*1+8*6+x4*1=2(4), 8*1+x4*6=0(5), x4*1=0(6)]",1,,,2,63741,63
4,1,8,7,9,,1,6,1,2,0,0,1372,1351,"[1*1=1(0), 1*6+8*1=4(1), 1*1+8*6+7*1=7(2), 8*1+7*6+9*1=8(3), 7*1+9*6+x4*1=2(4), 9*1+x4*6=0(5), x4*1=0(6)]",1,,,2,64741,64
3,1,8,6,,,1,6,2,0,0,0,1373,1328,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+x3*1=8(3), 6*2+x3*6+x4*1=2(4), x3*2+x4*6=0(5), x4*2=0(6)]",1,,,8,5741,57
4,1,8,6,0,,1,6,2,2,0,0,1374,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+0*1=8(3), 6*2+0*6+x4*1=2(4), 0*2+x4*6=0(5), x4*2=0(6)]",1,,,2,57741,57
4,1,8,6,1,,1,6,2,0,0,0,1375,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+x4*1=2(4), 1*2+x4*6=0(5), x4*2=0(6)]",1,,,2,58741,58
5,1,8,6,1,0,1,6,2,2,0,0,1376,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+0*1=2(4), 1*2+0*6=0(5), 0*2=0(6)]",,,,0,238741,23
5,1,8,6,1,1,1,6,2,2,0,0,1377,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+1*1=2(4), 1*2+1*6=0(5), 1*2=0(6)]",,,,0,248741,24
5,1,8,6,1,2,1,6,2,2,0,0,1378,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+2*1=2(4), 1*2+2*6=0(5), 2*2=0(6)]",,,,0,258741,25
5,1,8,6,1,3,1,6,2,2,0,0,1379,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+3*1=2(4), 1*2+3*6=0(5), 3*2=0(6)]",,,,0,268741,26
5,1,8,6,1,4,1,6,2,2,0,0,1380,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+4*1=2(4), 1*2+4*6=0(5), 4*2=0(6)]",,,,0,278741,27
5,1,8,6,1,5,1,6,2,2,0,0,1381,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+5*1=2(4), 1*2+5*6=0(5), 5*2=0(6)]",,,,0,288741,28
5,1,8,6,1,6,1,6,2,2,0,0,1382,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+6*1=2(4), 1*2+6*6=0(5), 6*2=0(6)]",,,,0,298741,29
5,1,8,6,1,7,1,6,2,2,0,0,1383,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+7*1=2(4), 1*2+7*6=0(5), 7*2=0(6)]",,,,0,308741,30
5,1,8,6,1,8,1,6,2,2,0,0,1384,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+8*1=2(4), 1*2+8*6=0(5), 8*2=0(6)]",,,,0,318741,31
5,1,8,6,1,9,1,6,2,0,0,0,1385,1375,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+9*1=2(4), 1*2+9*6=0(5), 9*2=0(6)]",,,,0,328741,32
6,1,8,6,1,9,1,6,2,2,0,0,1386,1385,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+1*1=8(3), 6*2+1*6+9*1=2(4), 1*2+9*6=0(5), 9*2=0(6)]",,,,0,5928741,59
4,1,8,6,2,,1,6,2,2,0,0,1387,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+2*1=8(3), 6*2+2*6+x4*1=2(4), 2*2+x4*6=0(5), x4*2=0(6)]",1,,,2,59741,59
4,1,8,6,3,,1,6,2,2,0,0,1388,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+3*1=8(3), 6*2+3*6+x4*1=2(4), 3*2+x4*6=0(5), x4*2=0(6)]",1,,,2,60741,60
4,1,8,6,4,,1,6,2,2,0,0,1389,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+4*1=8(3), 6*2+4*6+x4*1=2(4), 4*2+x4*6=0(5), x4*2=0(6)]",1,,,2,61741,61
4,1,8,6,5,,1,6,2,2,0,0,1390,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+5*1=8(3), 6*2+5*6+x4*1=2(4), 5*2+x4*6=0(5), x4*2=0(6)]",1,,,2,62741,62
4,1,8,6,6,,1,6,2,2,0,0,1391,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+6*1=8(3), 6*2+6*6+x4*1=2(4), 6*2+x4*6=0(5), x4*2=0(6)]",1,,,2,63741,63
4,1,8,6,7,,1,6,2,2,0,0,1392,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+7*1=8(3), 6*2+7*6+x4*1=2(4), 7*2+x4*6=0(5), x4*2=0(6)]",1,,,2,64741,64
4,1,8,6,8,,1,6,2,2,0,0,1393,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+8*1=8(3), 6*2+8*6+x4*1=2(4), 8*2+x4*6=0(5), x4*2=0(6)]",1,,,2,65741,65
4,1,8,6,9,,1,6,2,2,0,0,1394,1373,"[1*1=1(0), 1*6+8*1=4(1), 1*2+8*6+6*1=7(2), 8*2+6*6+9*1=8(3), 6*2+9*6+x4*1=2(4), 9*2+x4*6=0(5), x4*2=0(6)]",1,,,2,66741,66
3,1,8,5,,,1,6,3,0,0,0,1395,1328,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+x3*1=8(3), 5*3+x3*6+x4*1=2(4), x3*3+x4*6=0(5), x4*3=0(6)]",1,,,8,5741,57
4,1,8,5,0,,1,6,3,2,0,0,1396,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+0*1=8(3), 5*3+0*6+x4*1=2(4), 0*3+x4*6=0(5), x4*3=0(6)]",1,,,2,59741,59
4,1,8,5,1,,1,6,3,2,0,0,1397,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+1*1=8(3), 5*3+1*6+x4*1=2(4), 1*3+x4*6=0(5), x4*3=0(6)]",1,,,2,60741,60
4,1,8,5,2,,1,6,3,2,0,0,1398,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+2*1=8(3), 5*3+2*6+x4*1=2(4), 2*3+x4*6=0(5), x4*3=0(6)]",1,,,2,61741,61
4,1,8,5,3,,1,6,3,2,0,0,1399,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+3*1=8(3), 5*3+3*6+x4*1=2(4), 3*3+x4*6=0(5), x4*3=0(6)]",1,,,2,62741,62
4,1,8,5,4,,1,6,3,2,0,0,1400,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+4*1=8(3), 5*3+4*6+x4*1=2(4), 4*3+x4*6=0(5), x4*3=0(6)]",1,,,2,63741,63
4,1,8,5,5,,1,6,3,2,0,0,1401,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+5*1=8(3), 5*3+5*6+x4*1=2(4), 5*3+x4*6=0(5), x4*3=0(6)]",1,,,2,64741,64
4,1,8,5,6,,1,6,3,2,0,0,1402,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+6*1=8(3), 5*3+6*6+x4*1=2(4), 6*3+x4*6=0(5), x4*3=0(6)]",1,,,2,65741,65
4,1,8,5,7,,1,6,3,2,0,0,1403,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+7*1=8(3), 5*3+7*6+x4*1=2(4), 7*3+x4*6=0(5), x4*3=0(6)]",1,,,2,66741,66
4,1,8,5,8,,1,6,3,2,0,0,1404,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+8*1=8(3), 5*3+8*6+x4*1=2(4), 8*3+x4*6=0(5), x4*3=0(6)]",1,,,2,67741,67
4,1,8,5,9,,1,6,3,0,0,0,1405,1395,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+9*1=8(3), 5*3+9*6+x4*1=2(4), 9*3+x4*6=0(5), x4*3=0(6)]",1,,,2,68741,68
5,1,8,5,9,0,1,6,3,2,0,0,1406,1405,"[1*1=1(0), 1*6+8*1=4(1), 1*3+8*6+5*1=7(2), 8*3+5*6+9*1=8(3), 5*3+9*6+0*1=2(4), 9*3+0*6=0(5), 0*3=0(6)]",,,,0,758741,75
