ordre,x0,x1,x2,x3,y0,y1,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2
3,9,8,5,,1,8,2,0,0,819,803,1,,,9,7709,77
3,9,8,6,,1,8,2,0,0,820,803,1,,,9,7809,78
3,9,8,7,,1,8,2,0,0,821,803,1,,,9,7909,79
3,9,8,8,,1,8,2,0,0,822,803,1,,,9,8009,80
3,9,8,9,,1,8,2,0,0,823,803,1,,,9,8109,81
2,9,9,,,1,9,0,0,0,824,634,1,,,4,909,90
3,9,9,0,,1,9,2,0,0,825,824,1,,,9,9009,90
3,9,9,1,,1,9,2,0,0,826,824,1,,,9,9109,91
3,9,9,2,,1,9,2,0,0,827,824,1,,,9,9209,92
3,9,9,3,,1,9,2,0,0,828,824,1,,,9,9309,93
3,9,9,4,,1,9,0,0,0,829,824,1,,,9,9409,94
4,9,9,4,0,1,9,2,0,0,830,829,,,,0,45409,45
4,9,9,4,1,1,9,2,0,0,831,829,,,,0,46409,46
4,9,9,4,2,1,9,2,0,0,832,829,,,,0,47409,47
4,9,9,4,3,1,9,2,0,0,833,829,,,,0,48409,48
4,9,9,4,4,1,9,2,0,0,834,829,,,,0,49409,49
4,9,9,4,5,1,9,2,0,0,835,829,,,,0,50409,50
4,9,9,4,6,1,9,2,0,0,836,829,,,,0,51409,51
4,9,9,4,7,1,9,2,0,0,837,829,,,,0,52409,52
4,9,9,4,8,1,9,2,0,0,838,829,,,,0,53409,53
4,9,9,4,9,1,9,2,0,0,839,829,,,,0,54409,54
3,9,9,5,,1,9,2,0,0,840,824,1,,,9,9509,95
3,9,9,6,,1,9,2,0,0,841,824,1,,,9,9609,96
3,9,9,7,,1,9,2,0,0,842,824,1,,,9,9709,97
3,9,9,8,,1,9,2,0,0,843,824,1,,,9,9809,98
3,9,9,9,,1,9,2,0,0,844,824,1,,,9,9909,99
