ordre,x0,x1,x2,x3,x4,y0,y1,y2,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2,nombre,x,y,ID_RESOLUTION,a2,b2
4,3,7,3,1,0,7,4,0,1,1,1,15571,15570,7,,4,6,24531,24,64531,1373,47,10101,0,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,64535,0,0,10052,5,1
1,5,3,,,,1,0,,0,0,1,22224,22223,1,5,0,3,5,5,64535,5,1,5104,3,0
2,5,3,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,35,3,64535,35,1,5106,5,0
3,5,3,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,535,5,64535,535,1,10105,4,
4,5,3,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4535,4,64535,4535,1,10107,6,
0,7,,,,,5,,,0,0,1,66668,,,,0,5,1,0,64535,0,0,10076,7,5
1,7,0,,,,5,0,,0,0,1,66669,66668,5,7,0,3,35,35,64535,7,5,7501,0,0
2,7,0,9,,,5,0,0,0,0,1,67114,66669,5,7,0,5,35,3,64535,7,5,7510,9,0
3,7,0,9,2,,5,0,0,0,0,1,67137,67114,5,,0,4,4535,45,64535,907,5,10103,2,
4,7,0,9,2,1,5,0,0,1,1,1,67139,67137,5,,0,6,14535,14,64535,2907,5,10102,1,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,64537,0,0,10072,7,1
1,7,3,,,,1,0,,0,0,1,22224,22223,1,7,0,3,7,7,64537,7,1,7104,3,0
2,7,3,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,37,3,64537,37,1,7106,5,0
3,7,3,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,537,5,64537,537,1,10105,4,
4,7,3,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4537,4,64537,4537,1,10107,6,
1,7,6,,,,1,1,,0,0,1,23335,22223,1,7,0,3,7,7,64537,7,1,7117,6,1
2,7,6,8,,,1,1,0,0,0,1,23336,23335,1,7,6,5,137,13,64537,67,11,7109,8,0
3,7,6,8,5,,1,1,0,0,0,1,23392,23336,1,,8,4,1537,15,64537,867,11,10106,5,
4,7,6,8,5,0,1,1,0,1,1,1,23393,23392,1,,5,6,14537,14,64537,5867,11,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,64541,0,0,10012,1,1
1,1,4,,,,1,0,,0,0,1,2,1,1,1,0,4,1,1,64541,1,1,1105,4,0
2,1,4,5,,,1,0,0,0,0,1,3,2,1,1,0,5,41,4,64541,41,1,1106,5,0
3,1,4,5,4,,1,0,0,0,0,1,48,3,1,,0,4,541,5,64541,541,1,10105,4,
4,1,4,5,4,6,1,0,0,1,1,1,55,48,1,,0,6,4541,4,64541,4541,1,10107,6,
0,3,,,,,7,,,0,0,1,11112,,,,0,1,1,0,64541,0,0,10038,3,7
1,3,3,,,,7,7,,0,0,1,18890,11112,7,3,0,4,21,21,64541,3,7,3774,3,7
2,3,3,2,,,7,7,2,0,0,1,19113,18890,7,3,21,5,441,44,64541,33,77,3723,2,2
3,3,3,2,0,,7,7,2,0,0,1,19114,19113,7,,20,4,4541,45,64541,233,277,10101,0,
4,3,3,2,0,0,7,7,2,1,1,1,19115,19114,7,,4,6,24541,24,64541,233,277,10101,0,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,64541,0,0,10074,7,3
1,7,7,,,,3,3,,0,0,1,25557,22223,3,7,0,4,21,21,64541,7,3,7338,7,3
2,7,7,2,,,3,3,2,0,0,1,25780,25557,3,7,21,5,441,44,64541,77,33,7323,2,2
3,7,7,2,0,,3,3,2,0,0,1,25781,25780,3,,20,4,4541,45,64541,277,233,10101,0,
4,7,7,2,0,0,3,3,2,1,1,1,25782,25781,3,,4,6,24541,24,64541,277,233,10101,0,
0,1,,,,,7,,,0,0,1,1,,,,0,7,1,0,64547,0,0,10018,1,7
1,1,2,,,,7,0,,0,0,1,2,1,7,1,0,4,7,7,64547,1,7,1703,2,0
2,1,2,2,,,7,0,0,0,0,1,3,2,7,1,0,5,147,14,64547,21,7,1703,2,0
3,1,2,2,9,,7,0,0,0,0,1,103,3,7,,0,4,1547,15,64547,221,7,10110,9,
4,1,2,2,9,0,7,0,0,1,1,1,104,103,7,,0,6,64547,64,64547,9221,7,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,64547,0,0,10072,7,1
1,7,4,,,,1,0,,0,0,1,22224,22223,1,7,0,4,7,7,64547,7,1,7105,4,0
2,7,4,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,47,4,64547,47,1,7106,5,0
3,7,4,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,547,5,64547,547,1,10105,4,
4,7,4,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4547,4,64547,4547,1,10107,6,
0,7,,,,,7,,,0,0,1,22223,,,,0,9,1,0,64549,0,0,10078,7,7
1,7,9,,,,7,1,,0,0,1,23335,22223,7,7,0,4,49,49,64549,7,7,7720,9,1
2,7,9,7,,,7,1,0,0,0,1,23336,23335,7,7,9,5,749,74,64549,97,17,7708,7,0
3,7,9,7,3,,7,1,0,0,0,1,23370,23336,7,,7,4,6549,65,64549,797,17,10104,3,
4,7,9,7,3,0,7,1,0,1,1,1,23371,23370,7,,3,6,34549,34,64549,3797,17,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,64549,0,0,10092,9,1
1,9,4,,,,1,0,,0,0,1,33335,33334,1,9,0,4,9,9,64549,9,1,9105,4,0
2,9,4,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,49,4,64549,49,1,9106,5,0
3,9,4,5,4,,1,0,0,0,0,1,33381,33336,1,,0,4,549,5,64549,549,1,10105,4,
4,9,4,5,4,6,1,0,0,1,1,1,33388,33381,1,,0,6,4549,4,64549,4549,1,10107,6,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,64551,0,0,10012,1,1
1,1,5,,,,1,0,,0,0,1,2,1,1,1,0,5,1,1,64551,1,1,1106,5,0
2,1,5,5,,,1,0,0,0,0,1,3,2,1,1,0,5,51,5,64551,51,1,1106,5,0
3,1,5,5,4,,1,0,0,0,0,1,48,3,1,,0,4,551,5,64551,551,1,10105,4,
4,1,5,5,4,6,1,0,0,1,1,1,55,48,1,,0,6,4551,4,64551,4551,1,10107,6,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,64551,0,0,10074,7,3
1,7,1,,,,3,0,,0,0,1,22224,22223,3,7,0,5,21,21,64551,7,3,7302,1,0
2,7,1,5,,,3,0,0,0,0,1,22225,22224,3,7,0,5,51,5,64551,17,3,7306,5,0
3,7,1,5,1,,3,0,0,0,0,1,22237,22225,3,,0,4,1551,15,64551,517,3,10102,1,
4,7,1,5,1,2,3,0,0,1,1,1,22240,22237,3,,0,6,4551,4,64551,1517,3,10103,2,
0,1,,,,,5,,,0,0,1,1,,,,0,5,1,0,64555,0,0,10016,1,5
1,1,1,,,,5,0,,0,0,1,2,1,5,1,0,5,5,5,64555,1,5,1502,1,0
2,1,1,9,,,5,0,0,0,0,1,447,2,5,1,0,5,55,5,64555,11,5,1510,9,0
3,1,1,9,2,,5,0,0,0,0,1,470,447,5,,0,4,4555,45,64555,911,5,10103,2,
4,1,1,9,2,1,5,0,0,1,1,1,472,470,5,,0,6,14555,14,64555,2911,5,10102,1,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,64555,0,0,10052,5,1
1,5,5,,,,1,0,,0,0,1,22224,22223,1,5,0,5,5,5,64555,5,1,5106,5,0
2,5,5,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,55,5,64555,55,1,5106,5,0
3,5,5,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,555,5,64555,555,1,10105,4,
4,5,5,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4555,4,64555,4555,1,10107,6,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,64559,0,0,10092,9,1
1,9,5,,,,1,0,,0,0,1,33335,33334,1,9,0,5,9,9,64559,9,1,9106,5,0
2,9,5,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,59,5,64559,59,1,9106,5,0
3,9,5,5,4,,1,0,0,0,0,1,33381,33336,1,,0,4,559,5,64559,559,1,10105,4,
4,9,5,5,4,6,1,0,0,1,1,1,33388,33381,1,,0,6,4559,4,64559,4559,1,10107,6,
1,9,6,,,,1,1,,0,0,1,34446,33334,1,9,0,5,9,9,64559,9,1,9117,6,1
2,9,6,8,,,1,1,0,0,0,1,34447,34446,1,9,6,5,159,15,64559,69,11,9109,8,0
3,9,6,8,5,,1,1,0,0,0,1,34503,34447,1,,8,4,1559,15,64559,869,11,10106,5,
4,9,6,8,5,0,1,1,0,1,1,1,34504,34503,1,,5,6,14559,14,64559,5869,11,10101,0,
0,1,,,,,3,,,0,0,1,1,,,,0,3,1,0,64563,0,0,10014,1,3
1,1,2,,,,3,0,,0,0,1,2,1,3,1,0,6,3,3,64563,1,3,1303,2,0
2,1,2,5,,,3,0,0,0,0,1,3,2,3,1,0,5,63,6,64563,21,3,1306,5,0
3,1,2,5,1,,3,0,0,0,0,1,15,3,3,,0,4,1563,15,64563,521,3,10102,1,
4,1,2,5,1,2,3,0,0,1,1,1,18,15,3,,0,6,4563,4,64563,1521,3,10103,2,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,64563,0,0,10032,3,1
1,3,6,,,,1,0,,0,0,1,11113,11112,1,3,0,6,3,3,64563,3,1,3107,6,0
2,3,6,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,63,6,64563,63,1,3106,5,0
3,3,6,5,4,,1,0,0,0,0,1,11159,11114,1,,0,4,563,5,64563,563,1,10105,4,
4,3,6,5,4,6,1,0,0,1,1,1,11166,11159,1,,0,6,4563,4,64563,4563,1,10107,6,
0,3,,,,,3,,,0,0,1,11112,,,,0,9,1,0,64569,0,0,10034,3,3
1,3,2,,,,3,0,,0,0,1,11113,11112,3,3,0,6,9,9,64569,3,3,3303,2,0
2,3,2,5,,,3,0,0,0,0,1,11114,11113,3,3,0,5,69,6,64569,23,3,3306,5,0
3,3,2,5,1,,3,0,0,0,0,1,11126,11114,3,,0,4,1569,15,64569,523,3,10102,1,
4,3,2,5,1,2,3,0,0,1,1,1,11129,11126,3,,0,6,4569,4,64569,1523,3,10103,2,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,64569,0,0,10092,9,1
1,9,6,,,,1,0,,0,0,1,33335,33334,1,9,0,6,9,9,64569,9,1,9107,6,0
2,9,6,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,69,6,64569,69,1,9106,5,0
3,9,6,5,4,,1,0,0,0,0,1,33381,33336,1,,0,4,569,5,64569,569,1,10105,4,
4,9,6,5,4,6,1,0,0,1,1,1,33388,33381,1,,0,6,4569,4,64569,4569,1,10107,6,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,64571,0,0,10012,1,1
1,1,7,,,,1,0,,0,0,1,2,1,1,1,0,7,1,1,64571,1,1,1108,7,0
2,1,7,5,,,1,0,0,0,0,1,3,2,1,1,0,5,71,7,64571,71,1,1106,5,0
3,1,7,5,4,,1,0,0,0,0,1,48,3,1,,0,4,571,5,64571,571,1,10105,4,
4,1,7,5,4,6,1,0,0,1,1,1,55,48,1,,0,6,4571,4,64571,4571,1,10107,6,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,64571,0,0,10074,7,3
1,7,6,,,,3,1,,0,0,1,23335,22223,3,7,0,7,21,21,64571,7,3,7317,6,1
2,7,6,9,,,3,1,0,0,0,1,23336,23335,3,7,6,5,271,27,64571,67,13,7310,9,0
3,7,6,9,4,,3,1,0,0,0,1,23381,23336,3,,9,4,3571,35,64571,967,13,10105,4,
4,7,6,9,4,0,3,1,0,1,1,1,23382,23381,3,,4,6,24571,24,64571,4967,13,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,64573,0,0,10032,3,1
1,3,7,,,,1,0,,0,0,1,11113,11112,1,3,0,7,3,3,64573,3,1,3108,7,0
2,3,7,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,73,7,64573,73,1,3106,5,0
3,3,7,5,4,,1,0,0,0,0,1,11159,11114,1,,0,4,573,5,64573,573,1,10105,4,
4,3,7,5,4,6,1,0,0,1,1,1,11166,11159,1,,0,6,4573,4,64573,4573,1,10107,6,
1,3,8,,,,1,3,,0,0,1,14446,11112,1,3,0,7,3,3,64573,3,1,3139,8,3
2,3,8,0,,,1,3,0,0,0,1,14447,14446,1,3,24,5,173,17,64573,83,31,3101,0,0
3,3,8,0,2,,1,3,0,0,0,1,14470,14447,1,,0,4,2573,25,64573,83,31,10103,2,
4,3,8,0,2,0,1,3,0,1,1,1,14471,14470,1,,6,6,4573,4,64573,2083,31,10101,0,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,64585,0,0,10052,5,1
1,5,8,,,,1,0,,0,0,1,22224,22223,1,5,0,8,5,5,64585,5,1,5109,8,0
2,5,8,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,85,8,64585,85,1,5106,5,0
3,5,8,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,585,5,64585,585,1,10105,4,
4,5,8,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4585,4,64585,4585,1,10107,6,
0,7,,,,,5,,,0,0,1,66668,,,,0,5,1,0,64585,0,0,10076,7,5
1,7,1,,,,5,0,,0,0,1,66669,66668,5,7,0,8,35,35,64585,7,5,7502,1,0
2,7,1,9,,,5,0,0,0,0,1,67114,66669,5,7,0,5,85,8,64585,17,5,7510,9,0
3,7,1,9,2,,5,0,0,0,0,1,67137,67114,5,,0,4,4585,45,64585,917,5,10103,2,
4,7,1,9,2,1,5,0,0,1,1,1,67139,67137,5,,0,6,14585,14,64585,2917,5,10102,1,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,64587,0,0,10072,7,1
1,7,8,,,,1,0,,0,0,1,22224,22223,1,7,0,8,7,7,64587,7,1,7109,8,0
2,7,8,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,87,8,64587,87,1,7106,5,0
3,7,8,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,587,5,64587,587,1,10105,4,
4,7,8,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4587,4,64587,4587,1,10107,6,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,64587,0,0,10094,9,3
1,9,2,,,,3,0,,0,0,1,33335,33334,3,9,0,8,27,27,64587,9,3,9303,2,0
2,9,2,5,,,3,0,0,0,0,1,33336,33335,3,9,0,5,87,8,64587,29,3,9306,5,0
3,9,2,5,1,,3,0,0,0,0,1,33348,33336,3,,0,4,1587,15,64587,529,3,10102,1,
4,9,2,5,1,2,3,0,0,1,1,1,33351,33348,3,,0,6,4587,4,64587,1529,3,10103,2,
0,7,,,,,7,,,0,0,1,22223,,,,0,9,1,0,64589,0,0,10078,7,7
1,7,2,,,,7,0,,0,0,1,22224,22223,7,7,0,8,49,49,64589,7,7,7703,2,0
2,7,2,2,,,7,0,0,0,0,1,22225,22224,7,7,0,5,189,18,64589,27,7,7703,2,0
3,7,2,2,9,,7,0,0,0,0,1,22325,22225,7,,0,4,1589,15,64589,227,7,10110,9,
4,7,2,2,9,0,7,0,0,1,1,1,22326,22325,7,,0,6,64589,64,64589,9227,7,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,64589,0,0,10092,9,1
1,9,8,,,,1,0,,0,0,1,33335,33334,1,9,0,8,9,9,64589,9,1,9109,8,0
2,9,8,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,89,8,64589,89,1,9106,5,0
3,9,8,5,4,,1,0,0,0,0,1,33381,33336,1,,0,4,589,5,64589,589,1,10105,4,
4,9,8,5,4,6,1,0,0,1,1,1,33388,33381,1,,0,6,4589,4,64589,4589,1,10107,6,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,64595,0,0,10052,5,1
1,5,9,,,,1,0,,0,0,1,22224,22223,1,5,0,9,5,5,64595,5,1,5110,9,0
2,5,9,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,95,9,64595,95,1,5106,5,0
3,5,9,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,595,5,64595,595,1,10105,4,
4,5,9,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4595,4,64595,4595,1,10107,6,
0,9,,,,,5,,,0,0,1,77779,,,,0,5,1,0,64595,0,0,10096,9,5
1,9,1,,,,5,0,,0,0,1,77780,77779,5,9,0,9,45,45,64595,9,5,9502,1,0
2,9,1,9,,,5,0,0,0,0,1,78225,77780,5,9,0,5,95,9,64595,19,5,9510,9,0
3,9,1,9,2,,5,0,0,0,0,1,78248,78225,5,,0,4,4595,45,64595,919,5,10103,2,
4,9,1,9,2,1,5,0,0,1,1,1,78250,78248,5,,0,6,14595,14,64595,2919,5,10102,1,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,64597,0,0,10072,7,1
1,7,9,,,,1,0,,0,0,1,22224,22223,1,7,0,9,7,7,64597,7,1,7110,9,0
2,7,9,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,97,9,64597,97,1,7106,5,0
3,7,9,5,4,,1,0,0,0,0,1,22270,22225,1,,0,4,597,5,64597,597,1,10105,4,
4,7,9,5,4,6,1,0,0,1,1,1,22277,22270,1,,0,6,4597,4,64597,4597,1,10107,6,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,64597,0,0,10094,9,3
1,9,6,,,,3,1,,0,0,1,34446,33334,3,9,0,9,27,27,64597,9,3,9317,6,1
2,9,6,9,,,3,1,0,0,0,1,34447,34446,3,9,6,5,297,29,64597,69,13,9310,9,0
3,9,6,9,4,,3,1,0,0,0,1,34492,34447,3,,9,4,3597,35,64597,969,13,10105,4,
4,9,6,9,4,0,3,1,0,1,1,1,34493,34492,3,,4,6,24597,24,64597,4969,13,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,65501,0,0,10012,1,1
1,1,0,,,,1,0,,0,0,1,2,1,1,1,0,0,1,1,65501,1,1,1101,0,0
2,1,0,5,,,1,0,0,0,0,1,3,2,1,1,0,5,1,0,65501,1,1,1106,5,0
3,1,0,5,5,,1,0,0,0,0,1,59,3,1,,0,5,501,5,65501,501,1,10106,5,
4,1,0,5,5,6,1,0,0,1,1,1,66,59,1,,0,6,5501,5,65501,5501,1,10107,6,
0,3,,,,,7,,,0,0,1,11112,,,,0,1,1,0,65501,0,0,10038,3,7
1,3,5,,,,7,1,,0,0,1,12224,11112,7,3,0,0,21,21,65501,3,7,3716,5,1
2,3,5,8,,,7,1,0,0,0,1,12225,12224,7,3,5,5,401,40,65501,53,17,3709,8,0
3,3,5,8,3,,7,1,0,0,0,1,12259,12225,7,,8,5,6501,65,65501,853,17,10104,3,
4,3,5,8,3,0,7,1,0,1,1,1,12260,12259,7,,3,6,35501,35,65501,3853,17,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,65503,0,0,10032,3,1
1,3,0,,,,1,0,,0,0,1,11113,11112,1,3,0,0,3,3,65503,3,1,3101,0,0
2,3,0,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,3,0,65503,3,1,3106,5,0
3,3,0,5,5,,1,0,0,0,0,1,11170,11114,1,,0,5,503,5,65503,503,1,10106,5,
4,3,0,5,5,6,1,0,0,1,1,1,11177,11170,1,,0,6,5503,5,65503,5503,1,10107,6,
1,3,1,,,,1,3,,0,0,1,14446,11112,1,3,0,0,3,3,65503,3,1,3132,1,3
2,3,1,1,,,1,3,0,0,0,1,14447,14446,1,3,3,5,103,10,65503,13,31,3102,1,0
3,3,1,1,2,,1,3,0,0,0,1,14470,14447,1,,3,5,503,5,65503,113,31,10103,2,
4,3,1,1,2,0,1,3,0,1,1,1,14471,14470,1,,6,6,5503,5,65503,2113,31,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,65507,0,0,10072,7,1
1,7,0,,,,1,0,,0,0,1,22224,22223,1,7,0,0,7,7,65507,7,1,7101,0,0
2,7,0,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,7,0,65507,7,1,7106,5,0
3,7,0,5,5,,1,0,0,0,0,1,22281,22225,1,,0,5,507,5,65507,507,1,10106,5,
4,7,0,5,5,6,1,0,0,1,1,1,22288,22281,1,,0,6,5507,5,65507,5507,1,10107,6,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,65507,0,0,10094,9,3
1,9,3,,,,3,1,,0,0,1,34446,33334,3,9,0,0,27,27,65507,9,3,9314,3,1
2,9,3,0,,,3,1,0,0,0,1,34447,34446,3,9,3,5,207,20,65507,39,13,9301,0,0
3,9,3,0,5,,3,1,0,0,0,1,34503,34447,3,,0,5,507,5,65507,39,13,10106,5,
4,9,3,0,5,0,3,1,0,1,1,1,34504,34503,3,,5,6,15507,15,65507,5039,13,10101,0,
0,1,,,,,9,,,0,0,1,1,,,,0,9,1,0,65509,0,0,10020,1,9
1,1,0,,,,9,0,,0,0,1,2,1,9,1,0,0,9,9,65509,1,9,1901,0,0
2,1,0,6,,,9,0,1,0,0,1,114,2,9,1,0,5,9,0,65509,1,9,1917,6,1
3,1,0,6,0,,9,0,1,0,0,1,115,114,9,,0,5,5509,55,65509,601,109,10101,0,
4,1,0,6,0,0,9,0,1,1,1,1,116,115,9,,6,6,5509,5,65509,601,109,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,65509,0,0,10092,9,1
1,9,0,,,,1,0,,0,0,1,33335,33334,1,9,0,0,9,9,65509,9,1,9101,0,0
2,9,0,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,9,0,65509,9,1,9106,5,0
3,9,0,5,5,,1,0,0,0,0,1,33392,33336,1,,0,5,509,5,65509,509,1,10106,5,
4,9,0,5,5,6,1,0,0,1,1,1,33399,33392,1,,0,6,5509,5,65509,5509,1,10107,6,
2,9,0,1,,,1,0,6,0,0,1,34002,33335,1,9,0,5,9,0,65509,9,1,9162,1,6
3,9,0,1,0,,1,0,6,0,0,1,34003,34002,1,,0,5,5509,55,65509,109,601,10101,0,
4,9,0,1,0,0,1,0,6,1,1,1,34004,34003,1,,6,6,5509,5,65509,109,601,10101,0,
0,3,,,,,5,,,0,0,1,11112,,,,0,5,1,0,65515,0,0,10036,3,5
1,3,0,,,,5,0,,0,0,1,11113,11112,5,3,0,1,15,15,65515,3,5,3501,0,0
2,3,0,1,,,5,0,0,0,0,1,11114,11113,5,3,0,5,15,1,65515,3,5,3502,1,0
3,3,0,1,3,,5,0,0,0,0,1,11148,11114,5,,0,5,515,5,65515,103,5,10104,3,
4,3,0,1,3,1,5,0,0,1,1,1,11150,11148,5,,0,6,15515,15,65515,3103,5,10102,1,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,65515,0,0,10052,5,1
1,5,1,,,,1,0,,0,0,1,22224,22223,1,5,0,1,5,5,65515,5,1,5102,1,0
2,5,1,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,15,1,65515,15,1,5106,5,0
3,5,1,5,5,,1,0,0,0,0,1,22281,22225,1,,0,5,515,5,65515,515,1,10106,5,
4,5,1,5,5,6,1,0,0,1,1,1,22288,22281,1,,0,6,5515,5,65515,5515,1,10107,6,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,65517,0,0,10072,7,1
1,7,1,,,,1,0,,0,0,1,22224,22223,1,7,0,1,7,7,65517,7,1,7102,1,0
2,7,1,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,17,1,65517,17,1,7106,5,0
3,7,1,5,5,,1,0,0,0,0,1,22281,22225,1,,0,5,517,5,65517,517,1,10106,5,
4,7,1,5,5,6,1,0,0,1,1,1,22288,22281,1,,0,6,5517,5,65517,5517,1,10107,6,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,65517,0,0,10094,9,3
1,9,3,,,,3,0,,0,0,1,33335,33334,3,9,0,1,27,27,65517,9,3,9304,3,0
2,9,3,8,,,3,0,0,0,0,1,33336,33335,3,9,0,5,117,11,65517,39,3,9309,8,0
3,9,3,8,1,,3,0,0,0,0,1,33348,33336,3,,0,5,2517,25,65517,839,3,10102,1,
4,9,3,8,1,2,3,0,0,1,1,1,33351,33348,3,,0,6,5517,5,65517,1839,3,10103,2,
0,1,,,,,3,,,0,0,1,1,,,,0,3,1,0,65523,0,0,10014,1,3
1,1,4,,,,3,0,,0,0,1,2,1,3,1,0,2,3,3,65523,1,3,1305,4,0
2,1,4,8,,,3,0,0,0,0,1,3,2,3,1,0,5,123,12,65523,41,3,1309,8,0
3,1,4,8,1,,3,0,0,0,0,1,15,3,3,,0,5,2523,25,65523,841,3,10102,1,
4,1,4,8,1,2,3,0,0,1,1,1,18,15,3,,0,6,5523,5,65523,1841,3,10103,2,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,65523,0,0,10032,3,1
1,3,2,,,,1,0,,0,0,1,11113,11112,1,3,0,2,3,3,65523,3,1,3103,2,0
2,3,2,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,23,2,65523,23,1,3106,5,0
3,3,2,5,5,,1,0,0,0,0,1,11170,11114,1,,0,5,523,5,65523,523,1,10106,5,
4,3,2,5,5,6,1,0,0,1,1,1,11177,11170,1,,0,6,5523,5,65523,5523,1,10107,6,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,65531,0,0,10012,1,1
1,1,3,,,,1,0,,0,0,1,2,1,1,1,0,3,1,1,65531,1,1,1104,3,0
2,1,3,5,,,1,0,0,0,0,1,3,2,1,1,0,5,31,3,65531,31,1,1106,5,0
3,1,3,5,5,,1,0,0,0,0,1,59,3,1,,0,5,531,5,65531,531,1,10106,5,
4,1,3,5,5,6,1,0,0,1,1,1,66,59,1,,0,6,5531,5,65531,5531,1,10107,6,
0,9,,,,,9,,,0,0,1,33334,,,,0,1,1,0,65531,0,0,10100,9,9
1,9,4,,,,9,1,,0,0,1,34446,33334,9,9,0,3,81,81,65531,9,9,9915,4,1
2,9,4,4,,,9,1,0,0,0,1,34447,34446,9,9,4,5,531,53,65531,49,19,9905,4,0
3,9,4,4,3,,9,1,0,0,0,1,34481,34447,9,,4,5,4531,45,65531,449,19,10104,3,
4,9,4,4,3,0,9,1,0,1,1,1,34482,34481,9,,3,6,35531,35,65531,3449,19,10101,0,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,65545,0,0,10052,5,1
1,5,4,,,,1,0,,0,0,1,22224,22223,1,5,0,4,5,5,65545,5,1,5105,4,0
2,5,4,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,45,4,65545,45,1,5106,5,0
3,5,4,5,5,,1,0,0,0,0,1,22281,22225,1,,0,5,545,5,65545,545,1,10106,5,
4,5,4,5,5,6,1,0,0,1,1,1,22288,22281,1,,0,6,5545,5,65545,5545,1,10107,6,
0,9,,,,,5,,,0,0,1,77779,,,,0,5,1,0,65545,0,0,10096,9,5
1,9,0,,,,5,0,,0,0,1,77780,77779,5,9,0,4,45,45,65545,9,5,9501,0,0
2,9,0,1,,,5,0,0,0,0,1,77781,77780,5,9,0,5,45,4,65545,9,5,9502,1,0
3,9,0,1,3,,5,0,0,0,0,1,77815,77781,5,,0,5,545,5,65545,109,5,10104,3,
4,9,0,1,3,1,5,0,0,1,1,1,77817,77815,5,,0,6,15545,15,65545,3109,5,10102,1,
0,1,,,,,3,,,0,0,1,1,,,,0,3,1,0,65553,0,0,10014,1,3
1,1,5,,,,3,0,,0,0,1,2,1,3,1,0,5,3,3,65553,1,3,1306,5,0
